15127491000103,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19628742000194,NULL,NULL,NULL,NULL,NULL,NULL,NULL
00606375000108,NULL,NULL,NULL,NULL,NULL,NULL,NULL
02409463000137,NULL,NULL,NULL,NULL,NULL,NULL,NULL
03094213000118,NULL,NULL,NULL,NULL,NULL,NULL,NULL
00819673000178,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17352113000159,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61666533000100,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92758457000188,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11502978000178,NULL,NULL,NULL,NULL,NULL,NULL,NULL
06125127000113,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01243305000197,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10794212000141,NULL,NULL,NULL,NULL,NULL,NULL,NULL
03091047000104,10.315.327-6,"PREMIUM DISTRIBUIDORA DE PETROLEO LTDA ""FALIDA""",Sim,"4681801 - Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)",Normal,Suspenso - NÃO HABILITADO,06/08/2013
82911645000140,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43306026000175,NULL,NULL,NULL,NULL,NULL,NULL,NULL
07621187000190,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60892437000109,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61585873000289,NULL,NULL,NULL,NULL,NULL,NULL,NULL
49368889000153,NULL,NULL,NULL,NULL,NULL,NULL,NULL
00625722000131,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57613051000106,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04242005000181,NULL,NULL,NULL,NULL,NULL,NULL,NULL
06653454000148,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82981853000116,NULL,NULL,NULL,NULL,NULL,NULL,NULL
06690317000183,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04658888000105,NULL,NULL,NULL,NULL,NULL,NULL,NULL
07903911000178,NULL,NULL,NULL,NULL,NULL,NULL,NULL
00988777000106,NULL,NULL,NULL,NULL,NULL,NULL,NULL
09382549000162,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25100223000151,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04809777000152,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12264846000118,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26404764000136,NULL,NULL,NULL,NULL,NULL,NULL,NULL
07367050000150,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25298662000110,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01605470000141,NULL,NULL,NULL,NULL,NULL,NULL,NULL
05755219000114,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67567149000128,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32388449000165,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45951696000170,NULL,NULL,NULL,NULL,NULL,NULL,NULL
00935720000149,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94385952000114,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37332434000107,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17290057000175,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17501131000155,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73680142000110,NULL,NULL,NULL,NULL,NULL,NULL,NULL
05386554000192,NULL,NULL,NULL,NULL,NULL,NULL,NULL
07084894000194,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04593196000126,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61380879000139,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65971624000100,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45043601000110,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64904972000193,NULL,NULL,NULL,NULL,NULL,NULL,NULL
05094293000137,NULL,NULL,NULL,NULL,NULL,NULL,NULL
08290152000188,NULL,NULL,NULL,NULL,NULL,NULL,NULL
00315724000124,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32218141000171,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19256296000134,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11613627000134,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92846245000152,NULL,NULL,NULL,NULL,NULL,NULL,NULL
06258112000123,NULL,NULL,NULL,NULL,NULL,NULL,NULL
06746223000189,NULL,NULL,NULL,NULL,NULL,NULL,NULL
03208995000179,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45998135000126,NULL,NULL,NULL,NULL,NULL,NULL,NULL
05795332000123,NULL,NULL,NULL,NULL,NULL,NULL,NULL
74280447000106,NULL,NULL,NULL,NULL,NULL,NULL,NULL
74521840000136,NULL,NULL,NULL,NULL,NULL,NULL,NULL
08781398000152,NULL,NULL,NULL,NULL,NULL,NULL,NULL
00477319000102,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04178490000171,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65671224000170,NULL,NULL,NULL,NULL,NULL,NULL,NULL
07044419000194,NULL,NULL,NULL,NULL,NULL,NULL,NULL
03866077000137,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37986213000144,NULL,NULL,NULL,NULL,NULL,NULL,NULL
09112999000135,10.418.325-0,SUPERMERCADO BIG XEPA LTDA,Sim,"4711302 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",---,---,---
30759534000167,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44218154000120,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30480743000177,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92195650000158,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43175454000106,NULL,NULL,NULL,NULL,NULL,NULL,NULL
02459530000128,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04949179000189,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04020896000121,NULL,NULL,NULL,NULL,NULL,NULL,NULL
00974646000170,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10284188000109,NULL,NULL,NULL,NULL,NULL,NULL,NULL
86499399000112,NULL,NULL,NULL,NULL,NULL,NULL,NULL
02035992000118,NULL,NULL,NULL,NULL,NULL,NULL,NULL
05090494000166,NULL,NULL,NULL,NULL,NULL,NULL,NULL
03770961000173,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10323007000106,NULL,NULL,NULL,NULL,NULL,NULL,NULL
07296453000156,NULL,NULL,NULL,NULL,NULL,NULL,NULL
05247095000166,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04700400000160,NULL,NULL,NULL,NULL,NULL,NULL,NULL
03454819000117,NULL,NULL,NULL,NULL,NULL,NULL,NULL
02223491000165,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41847153000156,NULL,NULL,NULL,NULL,NULL,NULL,NULL
02910947000165,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35864271000170,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01747501000107,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01010853000177,10.444.378-2,I.M. COMERCIAL DE ALIMENTOS LTDA,Sim,"4711302 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",---,---,---
07082806000115,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04793429000134,NULL,NULL,NULL,NULL,NULL,NULL,NULL
07813902000196,NULL,NULL,NULL,NULL,NULL,NULL,NULL
07081149000191,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52645009000153,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21706155000118,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01634373000187,NULL,NULL,NULL,NULL,NULL,NULL,NULL
07557369000149,NULL,NULL,NULL,NULL,NULL,NULL,NULL
03577587000194,NULL,NULL,NULL,NULL,NULL,NULL,NULL
06278695000154,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19658020000182,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53687216000133,NULL,NULL,NULL,NULL,NULL,NULL,NULL
00296375000140,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10419620000113,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33000076000176,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10803716000180,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01871661000155,NULL,NULL,NULL,NULL,NULL,NULL,NULL
96704127000160,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61536744000110,10.210.904-4,COOPERATIVA AGR COTIA COOP CENTRAL,Sim,"0121101 - Horticultura, exceto morango",Normal,Baixado - NÃO HABILITADO,22/03/2009
01092071000124,10.114.689-2,CORAL ADMINISTRACAO E SERVICOS LTDA,Não,8121400 - Limpeza em prédios e em domicílios,---,---,---
93296127000180,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04395040000130,NULL,NULL,NULL,NULL,NULL,NULL,NULL
76715309000120,NULL,NULL,NULL,NULL,NULL,NULL,NULL
08378985000103,10.415.198-6,COMERCIAL DE ALIMENTOS SHEYKINA LTDA - ME,Sim,4639701 - Comércio atacadista de produtos alimentícios em geral,---,---,Normal
54945902000120,NULL,NULL,NULL,NULL,NULL,NULL,NULL
90134115000161,NULL,NULL,NULL,NULL,NULL,NULL,NULL
06974360000170,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01374548000164,NULL,NULL,NULL,NULL,NULL,NULL,NULL
09257039000163,NULL,NULL,NULL,NULL,NULL,NULL,NULL
05954423000164,NULL,NULL,NULL,NULL,NULL,NULL,NULL
05614974000189,NULL,NULL,NULL,NULL,NULL,NULL,NULL
08748299000179,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47709365000153,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38011664000129,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55023212000186,NULL,NULL,NULL,NULL,NULL,NULL,NULL
50607043000108,NULL,NULL,NULL,NULL,NULL,NULL,NULL
03310865000142,NULL,NULL,NULL,NULL,NULL,NULL,NULL
03364610000162,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11085724000100,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60528437000124,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44367522000100,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59451724000102,NULL,NULL,NULL,NULL,NULL,NULL,NULL
00385181000111,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61801056000130,NULL,NULL,NULL,NULL,NULL,NULL,NULL
07128849000194,NULL,NULL,NULL,NULL,NULL,NULL,NULL
77353662000170,NULL,NULL,NULL,NULL,NULL,NULL,NULL
50105048000132,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53574521000119,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47532825000110,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47611306000148,NULL,NULL,NULL,NULL,NULL,NULL,NULL
07660698000110,NULL,NULL,NULL,NULL,NULL,NULL,NULL
03004953000116,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04900055000109,NULL,NULL,NULL,NULL,NULL,NULL,NULL
50117142000101,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01035935000176,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11957227000146,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62017629000100,NULL,NULL,NULL,NULL,NULL,NULL,NULL
00066511000106,NULL,NULL,NULL,NULL,NULL,NULL,NULL
06255063000175,NULL,NULL,NULL,NULL,NULL,NULL,NULL
05351362000140,NULL,NULL,NULL,NULL,NULL,NULL,NULL
05932790000167,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17019016000149,NULL,NULL,NULL,NULL,NULL,NULL,NULL
07920260000124,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12015052000110,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84696178000109,NULL,NULL,NULL,NULL,NULL,NULL,NULL
07089893000132,NULL,NULL,NULL,NULL,NULL,NULL,NULL
